id	rate
13131	.9098
13133	.9111
13135	.9094
13137	.9094
13139	.9091
13141	.9177
13143	.9113
13145	.9072
13147	.9138
13149	.9124
13151	.9104
13153	.9073
13155	.9145
13157	.9109
13159	.9127
13161	.9135
13163	.9149
13165	.9196
13167	.9119
13169	.9086
13171	.9153
13173	.9084
13175	.9108
13177	.9079
13179	.9085
13181	.9103
13183	.9059
13185	.9082
13187	.9111
13189	.9121
13191	.9096
13193	.913
13195	.9083
13197	.9099
13199	.9132
13201	.9087
13205	.9104
13207	.9102
13209	.9085
13211	.9098
13213	.9123
13215	.9092
13217	.9126
13219	.9062
13221	.9082
13223	.9107
13225	.9102
13227	.9108
13229	.9093
13231	.9118
13233	.9108
13235	.9071
13237	.9104
13239	.9118
13241	.9104
13243	.913
13245	.9103
13247	.912
13249	.9138
13251	.9137
13253	.9107
13255	.9154
13257	.9107
13259	.9107
13261	.9129
13263	.9098
13265	.9124
13267	.9087
13269	.913
13271	.9162
13273	.9116
13275	.9093
13277	.9106
13279	.9098
13281	.9078
13283	.9119
13285	.9129
13287	.913
13289	.9114
13291	.909
13293	.9133
13295	.9096
13297	.911
13299	.9107
13301	.9188
13303	.914
13305	.9117
13307	.9091
13309	.9091
13311	.9095
13313	.9125
13315	.9116
13317	.9117
13319	.9107
13321	.9108
15001	.9108
15003	.9063
15007	.9096
15009	.9097
16001	.9091
16003	.9121
16005	.9084
16007	.9052
16009	.9121
16011	.9059
16013	.9077
16015	.9071
16017	.9095
16019	.9059
16021	.912
16023	.9045
16025	.911
16027	.9106
16029	.906
16031	.9059
16033	.9041
16035	.9118
16037	.9039
16039	.9077
16041	.904
16043	.9066
16045	.9104
16047	.9055
16049	.9083
16051	.9068
16053	.9059
16055	.9087
16057	.9059
16059	.9065
16061	.9052
16063	.9097
16065	.9055
16067	.906
16069	.9055
16071	.905
16073	.9041
16075	.9077
16077	.9067
16079	.9119
16081	.9051
16083	.9068
16085	.9114
16087	.9084
17001	.9079
17003	.9112
17005	.9093
17007	.9138
17009	.9045
17011	.9109
17013	.9095
17015	.9105
17017	.9073
17019	.9082
17021	.9099
17023	.9131
17025	.9114
17027	.9079
17029	.9091
17031	.9106
17033	.9105
17035	.9097
17037	.9092
17039	.9092
17041	.9091
17043	.9086
17045	.9107
17047	.9091
17049	.9079
17051	.9116
17053	.9104
17055	.9146
17057	.9125
17059	.911
17061	.9092
17063	.9114
17065	.9093
17067	.9113
17069	.9128
17071	.9094
17073	.9086
17075	.91
17077	.9073
17079	.9095
17081	.91
17083	.9088
17085	.9081
17087	.9104
17089	.9099
17091	.9128
17093	.9104
17095	.9103
17097	.91
17099	.9124
17101	.9103
17103	.9109
17105	.9107
17107	.9095
17109	.9077
17111	.9093
17113	.9074
17115	.9124
17117	.9105
17119	.9097
17121	.9119
17123	.9106
17125	.9143
17127	.908
17129	.9078
17131	.9089
17133	.9078
17135	.9122
17137	.9084
17139	.909
17141	.9119
17143	.9116
17145	.9119
17147	.9082
17149	.9081
17151	.9106
17153	.9119
17155	.915
17157	.9094
17159	.9105
17161	.9095
17163	.9108
17165	.9112
17167	.9079
17169	.9066
17171	.9075
17173	.91
17175	.9098
17177	.9116
17179	.9113
17181	.9108
17183	.912
17185	.9103
17187	.908
17189	.908
17191	.9097
17193	.9086
17195	.9106
17197	.9099
17199	.9096
17201	.9155
17203	.9086
18001	.9134
18003	.9093
18005	.9088
18007	.909
18009	.9133
18011	.9068
18013	.9078
18015	.9099
18017	.9105
18019	.9082
18021	.9096
18023	.9092
18025	.9105
18027	.9049
18029	.9089
18031	.911
18033	.9124
18035	.9095
18037	.908
18039	.915
18041	.9134
18043	.9074
18045	.9116
18047	.9089
18049	.9112
18051	.9067
18053	.9111
18055	.9071
18057	.9061
18059	.9078
18061	.9078
18063	.9068
18065	.912
18067	.9119
18069	.9111
18071	.9101
18073	.9087
18075	.9104
18077	.9095
18079	.9122
18081	.9074
18083	.9066
18085	.911
18087	.914
18089	.9094
18091	.9107
18093	.9111
18095	.9097
18097	.9084
18099	.9114
18101	.9063
18103	.9123
18105	.9056
18107	.9097
18109	.9075
18111	.9089
18113	.9145
18115	.9105
18117	.9092
18119	.9081
18121	.9083
18123	.9088
18125	.9087
18127	.9082
18129	.907
18131	.9095
18133	.9082
18135	.9102
18137	.9091
18139	.9095
18141	.9104
18143	.9121
18145	.9088
18147	.9081
18149	.9126
18151	.9129
18153	.9093
18155	.907
18157	.9085
18159	.9103
18161	.9086
18163	.9074
18165	.9108
18167	.9092
18169	.912
18171	.9101
18173	.9069
18175	.9112
18177	.9109
18179	.9091
18181	.9094
18183	.9116
19001	.9051
19003	.906
19005	.9093
19007	.9094
19009	.9051
19011	.9058
19013	.9058
19015	.9059
19017	.905
19019	.9059
19021	.9055
19023	.906
19025	.9054
19027	.9042
19029	.9058
19031	.9057
19033	.9067
19035	.9044
19037	.9084
19039	.9074
19041	.9062
19043	.9079
19045	.9077
19047	.9047
19049	.9051
19051	.9101
19053	.9066
19055	.9068
19057	.9082
19059	.9058
19061	.906
19063	.9086
19065	.9085
19067	.9087
19069	.907
19071	.907
19073	.9063
19075	.9049
19077	.9056
19079	.9081
19081	.909
19083	.906
19085	.9044
19087	.9088
19089	.9086
19091	.9062
19093	.9058
19095	.9058
19097	.9077
19099	.9081
19101	.9087
19103	.9044
19105	.9063
19107	.9071
19109	.9056
19111	.9114
19113	.9065
19115	.908
19117	.906
19119	.9043
19121	.9058
19123	.9077
19125	.9057
19127	.907
19129	.9043
19131	.9054
19133	.9071
19135	.9075
19137	.9087
19139	.9089
19141	.9053
19143	.9054
19145	.9087
19147	.907
19149	.9047
19151	.9052
19153	.9062
19155	.9048
19157	.9066
19159	.9053
19161	.9047
19163	.9073
19165	.9039
19167	.9041
19169	.9045
19171	.9066
19173	.9067
19175	.906
19177	.908
19179	.9094
19181	.9058
19183	.9049
19185	.9064
19187	.9083
19189	.9091
19191	.9058
19193	.9057
19195	.9063
19197	.9084
20001	.9078
20003	.9079
20005	.9081
20007	.9051
20009	.9061
20011	.9065
20013	.9056
20015	.9072
20017	.9054
20019	.9084
20021	.9085
20023	.9037
20025	.9037
20027	.9042
20029	.9045
20031	.9057
20033	.9038
20035	.9076
20037	.9081
20039	.9033
20041	.9051
20043	.9088
20045	.9054
20047	.9044
20049	.911
20051	.9036
20053	.9041
20055	.9043
20057	.9038
20059	.9071
20061	.9069
20063	.9035
20065	.9043
20067	.9042
20069	.9034
20071	.9045
20073	.9072
20075	.9042
20077	.9056
20079	.9074
20081	.9037
20083	.9042
20085	.906
20087	.9067
20089	.9049
20091	.9068
20093	.9045
20095	.9063
20097	.9049
20099	.9078
20101	.9034
20103	.9073
20105	.9063
20107	.9084
20109	.904
20111	.9057
20113	.9051
20115	.9063
20117	.9049
20119	.9042
20121	.9068
20123	.9058
20125	.9094
20127	.9068
20129	.9047
20131	.9043
20133	.907
20135	.904
20137	.9047
20139	.907
20141	.9044
20143	.9065
20145	.9037
20147	.906
20149	.9041
20151	.9053
20153	.9035
20155	.9063
20157	.9041
20159	.9051
20161	.9032
20163	.9073
20165	.9059
20167	.9046
20169	.9057
20171	.9032
20173	.9088
20175	.9051
20177	.9064
20179	.9032
20181	.9039
20183	.9043
20185	.9061
20187	.9034
20189	.9053
20191	.909
20193	.9036
20195	.9036
20197	.9066
20199	.9059
20201	.9045
20203	.9035
20205	.9102
20207	.9089
20209	.9104
21001	.9101
21003	.9143
21005	.9109
21007	.9102
21009	.9116
21011	.9133
21013	.9125
21015	.9092
21017	.9091
21019	.9083
21021	.911
21023	.9102
21025	.91
21027	.9121
21029	.9108
21031	.9137
21033	.9109
21035	.908
21037	.9107
21039	.9091
21041	.9124
21043	.9135
21045	.9102
21047	.9129
21049	.9114
21051	.9135
21053	.909
21055	.9108
21057	.913
21059	.9091
21061	.9128
21063	.9126
21065	.9129
21067	.9077
21069	.9122
21071	.9124
21073	.9091
21075	.9144
21077	.9111
21079	.9119
21081	.9101
21083	.9103
21085	.9164
21087	.9124
21089	.9098
21091	.9136
21093	.91
21095	.9125
21097	.9111
21099	.9106
21101	.9098
21103	.9107
21105	.9092
21107	.9091
21109	.9175
21111	.9105
21113	.9088
21115	.9111
21117	.91
21119	.912
21121	.9115
21123	.9107
21125	.9101
21127	.9131
21129	.9123
21131	.9137
21133	.912
21135	.9151
21137	.9121
21139	.9098
21141	.9104
21143	.9122
21145	.9091
21147	.9133
21149	.9106
21151	.9087
21153	.9214
21155	.9129
21157	.9107
21159	.9124
21161	.9111
21163	.9124
21165	.9147
21167	.9108
21169	.9158
21171	.914
21173	.9126
21175	.9145
21177	.9107
21179	.9115
21181	.9125
21183	.9094
21185	.9086
21187	.9101
21189	.9112
21191	.9117
21193	.9125
21195	.9107
21197	.9167
21199	.91
21201	.9096
21203	.9128
21205	.9086
21207	.9108
21209	.9091
21211	.9096
21213	.9118
21215	.9102
21217	.9102
21219	.9126
21221	.916
21223	.9107
21225	.9108
21227	.9092
21229	.9127
21231	.9136
21233	.9088
21235	.9114
21237	.9139
21239	.9083
22001	.9071
22003	.9101
22005	.9067
22007	.9088
22009	.9081
22011	.908
22013	.9105
22015	.9064
22017	.9079
22019	.9072
22021	.9107
22023	.9056
22025	.9103
22027	.9103
22029	.9113
22031	.909
22033	.9068
22035	.9142
22037	.908
22039	.9086
22041	.9113
22043	.9082
22045	.9076
22047	.9104
22049	.9078
22051	.9065
22053	.9064
22055	.9059
22057	.9049
22059	.9073
22061	.9078
22063	.907
22065	.9093
22067	.9151
22069	.9084
22071	.9107
22073	.9076
22075	.9062
22077	.9079
22079	.9069
22081	.9096
22083	.9107
22085	.9081
22087	.9105
22089	.9065
22091	.9118
22093	.91
22095	.9084
22097	.9083
22099	.9075
22101	.9086
22103	.9052
22105	.9081
22107	.9135
22109	.9052
22111	.9122
22113	.9072
22115	.9067
22117	.9096
22119	.9091
22121	.9074
22123	.917
22125	.9082
22127	.9091
23001	.9084
23003	.9093
23005	.9065
23007	.9112
23009	.9068
23011	.9073
23013	.907
23015	.9063
23017	.9109
23019	.908
23021	.9116
23023	.9067
23025	.9107
23027	.9078
23029	.9104
23031	.9074
24001	.9075
24003	.9065
24005	.9077
24009	.9059
24011	.9088
24013	.906
24015	.9086
24017	.9059
24019	.9109
24021	.9059
24023	.9069
24025	.9071
24027	.9054
24029	.9071
24031	.9053
24033	.9073
24035	.9066
24037	.9056
24039	.9095
24041	.9068
24043	.9094
24045	.9077
24047	.9075
24510	.9106
25001	.908
25003	.9084
25005	.9118
25007	.905
25009	.9101
25011	.9087
25013	.9105
25015	.9073
25017	.9081
25019	.905
25021	.9085
25023	.9097
25025	.9093
25027	.9101
26001	.9167
26003	.912
26005	.9132
26007	.9139
26009	.9147
26011	.9158
26013	.9243
26015	.9105
26017	.9123
26019	.912
26021	.9135
26023	.914
26025	.9124
26027	.9114
26029	.9139
26031	.9086
26033	.9116
26035	.9168
26037	.9094
26039	.9137
26041	.9115
26043	.912
26045	.9103
26047	.9122
26049	.9158
26051	.9165
26053	.9133
26055	.912
26057	.9137
26059	.9172
26061	.9102
26063	.9148
26065	.9116
26067	.9134
26069	.9164
26071	.9117
26073	.9085
26075	.9149
26077	.9112
26079	.9143
26081	.9117
26083	.9119
26085	.9175
26087	.9181
26089	.909
26091	.9161
26093	.9136
26095	.9132
26097	.9061
26099	.9181
26101	.9126
26103	.9101
26105	.9129
26107	.913
26109	.9125
26111	.9102
26113	.915
26115	.9142
26117	.9176
26119	.9189
26121	.916
26123	.9138
26125	.9156
26127	.9152
26129	.9127
26131	.9138
26133	.9153
26135	.9191
26137	.9147
26139	.9128
26141	.916
26143	.9146
26145	.9129
26147	.919
26149	.9139
26151	.9178
26153	.9127
26155	.9152
26157	.9163
26159	.9132
26161	.9093
26163	.9183
26165	.9183
27001	.9081
27003	.9079
27005	.9064
27007	.9072
27009	.907
27011	.9045
27013	.9063
27015	.9055
27017	.9073
27019	.907
27021	.9079
27023	.9061
27025	.9084
27027	.9036
27029	.9091
27031	.9047
27033	.9052
27035	.9074
27037	.9069
27039	.9061
27041	.9056
27043	.9076
27045	.907
27047	.9076
27049	.9067
27051	.9068
27053	.9073
27055	.9071
27057	.9073
27059	.9083
27061	.9092
27063	.9047
27065	.9103
27067	.9055
27069	.9052
27071	.9073
27073	.9054
27075	.9075
27077	.9069
27079	.9086
27081	.9045
27083	.9049
27085	.908
27087	.906
27089	.9062
27091	.9069
27093	.9078
27095	.9105
27097	.909
27099	.9055
27101	.9039
27103	.9061
27105	.9045
27107	.9051
27109	.9055
27111	.9063
27113	.9056
27115	.9091
27117	.9053
27119	.9044
27121	.9064
27123	.9074
27125	.9067
27127	.9061
27129	.9064
27131	.9075
27133	.9051
27135	.905
27137	.9082
27139	.9068
27141	.9081
27143	.9065
27145	.9068
27147	.9077
27149	.9043
27151	.9066
27153	.9075
27155	.9062
27157	.9071
27159	.9088
27161	.907
27163	.9068
27165	.9075
27167	.9047
27169	.907
27171	.9082
27173	.9051
28001	.908
28003	.9113
28005	.9086
28007	.9118
28009	.9126
28011	.909
28013	.9097
28015	.9098
28017	.9132
28019	.9113
28021	.915
28023	.91
28025	.9178
28027	.9111
28029	.9099
28031	.9077
28033	.9072
28035	.9077
28037	.909
28039	.91
28041	.9099
28043	.911
28045	.9075
28047	.9072
28049	.9079
28051	.9166
28053	.9102
28055	.9092
28057	.9096
28059	.908
28061	.9102
28063	.9155
28065	.9106
28067	.9071
28069	.9103
28071	.9069
28073	.9066
28075	.9087
28077	.9102
28079	.9087
28081	.9098
28083	.9116
28085	.9088
28087	.9102
28089	.9063
28091	.9101
28093	.9112
28095	.9137
28097	.9127
28099	.9084
28101	.9079
28103	.9176
28105	.908
28107	.9119
28109	.9083
28111	.9104
28113	.9098
28115	.9087
28117	.9115
28119	.9111
28121	.9056
28123	.9059
28125	.909
28127	.9082
28129	.9082
28131	.9072
28133	.9118
28135	.9099
28137	.9103
28139	.9125
28141	.9101
28143	.913
28145	.9088
28147	.9103
28149	.9091
28151	.9113
28153	.9094
28155	.9135
28157	.9101
28159	.9151
28161	.9129
28163	.9105
29001	.9065
29003	.9076
29005	.9079
29007	.9092
29009	.9081
29011	.9117
29013	.9108
29015	.9093
29017	.9088
29019	.9062
29021	.9087
29023	.908
29025	.9086
29027	.908
29029	.9079
29031	.9069
29033	.9098
29035	.9087
29037	.9097
29039	.9086
29041	.9105
29043	.908
29045	.9113
29047	.9086
29049	.9087
29051	.9067
29053	.9084
29055	.9107
29057	.9101
29059	.9094
29061	.9087
29063	.9093
29065	.9094
29067	.9098
29069	.9111
29071	.9115
29073	.9108
29075	.9068
29077	.9083
29079	.9069
29081	.9078
29083	.9096
29085	.9123
29087	.9071
29089	.9083
29091	.9092
29093	.9087
29095	.9109
29097	.9084
29099	.9106
29101	.908
29103	.9059
29105	.911
29107	.909
29109	.9078
29111	.9083
29113	.9113
29115	.9103
29117	.9078
29119	.907
29121	.9079
29123	.9098
29125	.9087
29127	.9089
29129	.9079
29131	.9106
29133	.9097
29135	.9078
29137	.911
29139	.9103
29141	.9113
29143	.9089
29145	.9079
29147	.9059
29149	.909
29151	.9099
29153	.9076
29155	.9121
29157	.9072
29159	.9081
29161	.9071
29163	.9083
29165	.908
29167	.9089
29169	.9068
29171	.9074
29173	.908
29175	.9094
29177	.9083
29179	.9127
29181	.9095
29183	.9087
29185	.9103
29186	.9093
29187	.9109
29189	.9096
29195	.9079
29197	.9078
29199	.9122
29201	.9092
29203	.9096
29205	.9081
29207	.909
29209	.909
29211	.9064
29213	.9086
29215	.9088
29217	.9079
29219	.9112
29221	.9137
29223	.9095
29225	.909
29227	.9084
29229	.9096
29510	.9111
30001	.9044
30003	.9102
30005	.905
30007	.9062
30009	.9048
30011	.9039
30013	.9052
30015	.9042
30017	.9046
30019	.9042
30021	.9048
30023	.9065
30025	.9037
30027	.9047
30029	.9088
30031	.9055
30033	.9034
30035	.9072
30037	.9047
30039	.9082
30041	.9051
30043	.9058
30045	.9046
30047	.9083
30049	.9043
30051	.9047
30053	.9111
30055	.9032
30057	.9048
30059	.9078
30061	.9086
30063	.9056
30065	.9075
30067	.9061
30069	.9045
30071	.9048
30073	.906
30075	.904
30077	.9073
30079	.9031
30081	.9075
30083	.9046
30085	.9075
30087	.9073
30089	.9112
30091	.9043
30093	.9055
30095	.9052
30097	.9031
30099	.904
30101	.9041
30103	.9051
30105	.9046
30107	.9043
30109	.9041
30111	.9047
31001	.9056
31003	.9036
31005	.9044
31007	.9035
31009	.9052
31011	.9039
31013	.9071
31015	.9036
31017	.9031
31019	.9035
31021	.9057
31023	.9039
31025	.9046
31027	.9032
31029	.903
31031	.9025
31033	.9041
31035	.9043
31037	.904
31039	.9035
31041	.9031
31043	.9055
31045	.9044
31047	.9048
31049	.9038
31051	.9037
31053	.9049
31055	.905
31057	.904
31059	.9044
31061	.9037
31063	.903
31065	.9041
31067	.9059
31069	.9044
31071	.9025
31073	.9038
31075	.9031
31077	.9033
31079	.9044
31081	.9034
31083	.9036
31085	.9042
31087	.9066
31089	.9032
31091	.904
31093	.9038
31095	.9046
31097	.9039
31099	.9038
31101	.9039
31103	.9044
31105	.9043
31107	.9036
31109	.9042
31111	.904
31113	.9043
31115	.9032
31117	.904
31119	.9042
31121	.904
31123	.9041
31125	.9036
31127	.9054
31129	.9047
31131	.905
31133	.9041
31135	.9031
31137	.9038
31139	.9036
31141	.9044
31143	.9042
31145	.9042
31147	.9057
31149	.9031
31151	.904
31153	.9047
31155	.9045
31157	.9048
31159	.9037
31161	.9035
31163	.903
31165	.9038
31167	.9036
31169	.9043
31171	.9038
31173	.9138
31175	.9029
31177	.9041
31179	.9038
31181	.9042
31183	.9032
31185	.9057
32001	.9099
32003	.9139
32005	.9126
32007	.9068
32009	.9083
32011	.9093
32013	.9086
32015	.9072
32017	.9094
32019	.9163
32021	.9105
32023	.9161
32027	.9106
32029	.9148
32031	.9131
32033	.9084
32510	.9128
33001	.907
33003	.9054
33005	.9065
33007	.9078
33009	.9056
33011	.9075
33013	.9063
33015	.9075
33017	.9066
33019	.9065
34001	.9122
34003	.9084
34005	.9091
34007	.9109
34009	.9085
34011	.9126
34013	.9111
34015	.91
34017	.9116
34019	.9069
34021	.9081
34023	.9092
34025	.9087
34027	.9076
34029	.9096
34031	.9117
34033	.9101
34035	.9079
34037	.9085
34039	.9098
34041	.9088
35001	.9075
35003	.9081
35005	.9068
35006	.9063
35007	.908
35009	.9044
35011	.9043
35013	.9069
35015	.906
35017	.9123
35019	.9075
35021	.9045
35023	.9076
35025	.9083
35027	.9051
35028	.9029
35029	.9134
35031	.9086
35033	.9131
35035	.9068
35037	.9059
35039	.9072
35041	.9044
35043	.909
35045	.9083
35047	.9078
35049	.9065
35051	.9048
35053	.905
35055	.9087
35057	.9088
35059	.9055
35061	.9085
36001	.9071
36003	.9079
36005	.9133
36007	.9085
36009	.9085
36011	.908
36013	.9078
36015	.9089
36017	.9087
36019	.909
36021	.9077
36023	.9085
36025	.9084
36027	.9082
36029	.9083
36031	.9078
36033	.9078
36035	.9091
36037	.9072
36039	.9084
36041	.9056
36043	.9076
36045	.9078
36047	.911
36049	.9076
36051	.9075
36053	.9074
36055	.9083
36057	.9088
36059	.9072
36061	.9092
36063	.9088
36065	.9073
36067	.9079
36069	.9067
36071	.9082
36073	.9082
36075	.9093
36077	.9068
36079	.907
36081	.9091
36083	.9077
36085	.9089
36087	.9074
36089	.9089
36091	.9064
36093	.9078
36095	.9076
36097	.9074
36099	.9073
36101	.9095
36103	.9075
36105	.9086
36107	.9079
36109	.9056
36111	.9081
36113	.9072
36115	.9074
36117	.9078
36119	.9074
36121	.9078
36123	.906
37001	.9118
37003	.9136
37005	.9109
37007	.9148
37009	.91
37011	.9079
37013	.9112
37015	.9105
37017	.912
37019	.9105
37021	.9082
37023	.9141
37025	.9114
37027	.9152
37029	.9071
37031	.9076
37033	.9124
37035	.9136
37037	.908
37039	.9142
37041	.9119
37043	.9108
37045	.9143
37047	.9125
37049	.91
37051	.9091
37053	.905
37055	.9068
37057	.9125
37059	.9121
37061	.9087
37063	.908
37065	.9163
37067	.9095
37069	.9097
37071	.9133
37073	.9071
37075	.9134
37077	.9102
37079	.9102
37081	.911
37083	.9131
37085	.9109
37087	.9085
37089	.9086
37091	.9094
37093	.9083
37095	.9059
37097	.9121
37099	.9078
37101	.9095
37103	.9109
37105	.9135
37107	.9114
37109	.9132
37111	.9141
37113	.9092
37115	.9093
37117	.9106
37119	.911
37121	.911
37123	.9133
37125	.9095
37127	.9119
37129	.9091
37131	.9107
37133	.9083
37135	.9063
37137	.9101
37139	.9091
37141	.9108
37143	.9103
37145	.9108
37147	.91
37149	.9082
37151	.911
37153	.9132
37155	.9115
37157	.9117
37159	.9128
37161	.9143
37163	.9083
37165	.9165
37167	.9119
37169	.9101
37171	.9118
37173	.9091
37175	.9085
37177	.9088
37179	.91
37181	.913
37183	.9083
37185	.9127
37187	.9117
37189	.9069
37191	.9088
37193	.9129
37195	.9119
37197	.9093
37199	.9109
38001	.9027
38003	.9034
38005	.9053
38007	.9013
38009	.9029
38011	.9027
38013	.9022
38015	.9028
38017	.9037
38019	.9025
38021	.9041
38023	.9034
38025	.9036
38027	.9038
38029	.9051
38031	.9028
38033	.9025
38035	.9035
38037	.9032
38039	.9036
38041	.9027
38043	.9034
38045	.9043
38047	.9027
38049	.9029
38051	.9031
38053	.9022
38055	.9034
38057	.9033
38059	.903
38061	.9044
38063	.9029
38065	.9031
38067	.9051
38069	.904
38071	.9032
38073	.906
38075	.9033
38077	.9043
38079	.9097
